region,config,seed,eval_source,eval_label,lead_hours,present,target,model,train_loss,head,variable,checkpoint_epoch,best_val_loss,nll,crps,mae,rmse,bias,correlation,mean_pred_std,within_1sigma,within_2sigma,pit_chi2_stat,pit_chi2_pvalue,p50,p90,p95,p99,n_predictions,n_test_stations,seasonal_mae_DJF,seasonal_mae_MAM,seasonal_mae_JJA,seasonal_mae_SON
europe,t2m_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_aurora_lead24h,Aurora +24h,24,True,t2m,tessera,nll,gaussian,t2m,23,1.7490757656424012,1.853898286819458,0.877373218536377,1.2183341979980469,1.71720290184021,0.1877390593290329,0.9828634284545892,1.3856747150421143,64.9171414035252,91.85120597666369,28955.218816315326,0.0,0.8715842962265015,2.701448917388916,3.533205509185791,5.62270975112915,1195048,898,1.2443102335988225,1.2014366879887584,1.272754402427861,1.1521145368633559
europe,t2m_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_aurora_lead72h,Aurora +72h,72,True,t2m,tessera,nll,gaussian,t2m,23,1.7490757656424012,2.309917688369751,1.0734871625900269,1.466835379600525,1.9990955591201782,0.04673680663108826,0.9765565565734753,1.380432367324829,54.983649192333694,84.51342540215958,149755.9093492479,0.0,1.1007153987884521,3.1815319061279297,4.072371482849121,6.256176948547363,1195048,898,1.5227977848899352,1.4348554438388206,1.5302793964373027,1.3729967251928776
europe,t2m_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_era5,ERA5,0,True,t2m,tessera,nll,gaussian,t2m,23,1.7336096046722098,1.6959348917007446,0.7911739349365234,1.1005252599716187,1.5828181505203247,-0.0037374552339315414,0.9852508227135588,1.379691481590271,70.1391073831344,94.59042649332913,7752.857588983874,0.0,0.7657155990600586,2.4646413326263428,3.265746593475342,5.318113327026367,1195048,898,1.110705031103863,1.0968352033746382,1.1469479640526716,1.0466584752490318
europe,t2m_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_aurora_lead6h,Aurora +6h,6,True,t2m,tessera,nll,gaussian,t2m,23,1.7336096046722098,1.7510812282562256,0.821334719657898,1.1443582773208618,1.6255825757980347,-0.032771456986665726,0.9844298940150819,1.3661693334579468,67.33445016434486,93.50954940722046,9321.661837850863,0.0,0.8116035461425781,2.544210433959961,3.339221239089966,5.374125003814697,1195048,898,1.1508472364401523,1.1393139155417231,1.1985516398766773,1.08838319518638
europe,t2m_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_aurora_lead24h,Aurora +24h,24,True,t2m,tessera,nll,gaussian,t2m,23,1.7336096046722098,1.8436402082443237,0.8646266460418701,1.2003791332244873,1.6911671161651611,0.09104430675506592,0.9831990440144184,1.3493931293487549,64.13114787021107,91.50310280423882,21890.085265194368,0.0,0.8603301048278809,2.656097888946533,3.4746735095977783,5.541571617126465,1195048,898,1.2267129325349941,1.1849837909122174,1.2518745262293096,1.1351078395339564
europe,t2m_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_aurora_lead72h,Aurora +72h,72,True,t2m,tessera,nll,gaussian,t2m,23,1.7336096046722098,2.3284876346588135,1.063833475112915,1.4516258239746094,1.9778639078140259,-0.052964817732572556,0.9770154688839275,1.3456538915634155,54.13564978143137,83.82508485014827,175100.3471458887,0.0,1.0914183855056763,3.142622709274292,4.028736591339111,6.20090389251709,1195048,898,1.5140267584114675,1.4136312808942952,1.5097675057697548,1.361896022781238
europe,wind_truncnormal_snap_bilinear_baseline_wd_crps,123,eval_era5,ERA5,0,True,wind,baseline,crps,truncated_normal,wind,3,0.9220075795911763,1.8436261415481567,0.9281779527664185,1.2795383930206299,1.8707876205444336,-0.2387295514345169,0.7411922521657559,1.5540457963943481,69.57761402354626,92.87935925294693,37176.01958016106,0.0,0.8948290348052979,2.802922487258911,3.7928433418273926,6.686727523803711,687073,550,1.4206484890883992,1.2666979038784871,1.1669617713231812,1.2382484395664146
europe,wind_truncnormal_snap_bilinear_baseline_wd_crps,123,eval_aurora_lead6h,Aurora +6h,6,True,wind,baseline,crps,truncated_normal,wind,3,0.9220075795911763,1.8401036262512207,0.9246377348899841,1.2730731964111328,1.8650141954421997,-0.26723939180374146,0.7442463805429901,1.5473923683166504,69.71675498818902,92.88605432028328,40737.41183396815,0.0,0.887392520904541,2.786705255508423,3.781798839569092,6.674478054046631,687073,550,1.4182152829357701,1.2604254769895942,1.1579648546862042,1.2293237640861692
europe,wind_truncnormal_snap_bilinear_baseline_wd_crps,123,eval_aurora_lead24h,Aurora +24h,24,True,wind,baseline,crps,truncated_normal,wind,3,0.9220075795911763,1.8549855947494507,0.9333577156066895,1.2850170135498047,1.8780492544174194,-0.2554294764995575,0.7395210074277837,1.5473982095718384,69.22932497711307,92.65813094096261,41453.80453168731,0.0,0.8977718353271484,2.815732479095459,3.8115456104278564,6.714631080627441,687073,550,1.4321303061530934,1.2722550348056114,1.1699121900355394,1.2390516610701352
europe,wind_truncnormal_snap_bilinear_baseline_wd_crps,123,eval_aurora_lead72h,Aurora +72h,72,True,wind,baseline,crps,truncated_normal,wind,3,0.9220075795911763,1.972133994102478,0.9983884692192078,1.3659402132034302,1.9943063259124756,-0.2561780512332916,0.700520975977853,1.5458896160125732,66.60252986218349,90.96195018578813,60502.87623149214,0.0,0.9489642381668091,3.0064542293548584,4.065289497375488,7.1067328453063965,687073,550,1.5386385019462123,1.3500675042861483,1.221322999192784,1.3223901631531312
