region,config,seed,eval_source,eval_label,lead_hours,present,target,variant,head,is_tessera,variable,checkpoint_epoch,best_val_loss,nll,crps,mae,rmse,bias,correlation,mean_pred_std,within_1sigma,within_2sigma,pit_chi2_stat,pit_chi2_pvalue,p50,p90,p95,p99,n_predictions,n_test_stations,seasonal_mae_DJF,seasonal_mae_MAM,seasonal_mae_JJA,seasonal_mae_SON
east_asia,wind_truncnormal_xlead_snap_bilinear_baseline_wd,456,eval_lead72h,Lead +72h,72,True,wind,baseline,truncated_normal,False,wind,1,1.8022485996762367,1.8387846946716309,0.9294799566268921,1.288221001625061,1.7831181287765503,-0.12659303843975067,0.6252516237976328,1.7597994804382324,76.64636008551268,95.46236317168437,4080.46552971244,0.0,0.9382619857788086,2.8175928592681885,3.6709656715393066,5.906601905822754,124426,88,1.4138660520236048,1.3025184539356198,1.1967889467769681,1.244544112437643
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead0h,ERA5 (lead 0),0,True,t2m,concat,gaussian,True,t2m,20,1.8573092006657221,1.7074451446533203,0.8015995025634766,1.114370346069336,1.5946584939956665,-0.005495199467986822,0.9850165667071068,1.4255958795547485,71.21278810558238,94.93777655792906,9656.736177961053,0.0,0.7782220840454102,2.499816417694092,3.291668176651001,5.290841579437256,1195048,898,1.1221787868725954,1.1071836132645267,1.1661028912592004,1.061536309735671
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead6h,Lead +6h,6,True,t2m,concat,gaussian,True,t2m,20,1.8573092006657221,1.7477540969848633,0.8278299570083618,1.1543525457382202,1.631352186203003,-0.06452976912260056,0.984349219965396,1.4410237073898315,69.70950120831967,94.58942234956253,10007.67731170631,0.0,0.8232507705688477,2.564669132232666,3.3514111042022705,5.32473611831665,1195048,898,1.1579117474580771,1.142022662476144,1.2160917327663674,1.101726447895545
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead24h,Lead +24h,24,True,t2m,concat,gaussian,True,t2m,20,1.8573092006657221,1.7946622371673584,0.8602688312530518,1.1987558603286743,1.6804113388061523,-0.011626914143562317,0.9833667196524599,1.5163075923919678,70.25115309175865,94.73611101813484,7029.119831169961,0.0,0.865283727645874,2.6456847190856934,3.436187744140625,5.435131072998047,1195048,898,1.2166408080243483,1.1811608012224997,1.261279505056829,1.1344375068008257
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead72h,Lead +72h,72,True,t2m,concat,gaussian,True,t2m,20,1.8573092006657221,1.9784115552902222,1.0099056959152222,1.4088490009307861,1.921676516532898,-0.09477347135543823,0.9782385963939143,1.767884373664856,69.56247782515848,94.41394822634739,11192.129668431726,0.0,1.058272361755371,3.0548856258392334,3.8990414142608643,5.992455959320068,1195048,898,1.4758777808405221,1.3677630727133854,1.4484401484744878,1.3354293331474294
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead0h,ERA5 (lead 0),0,True,t2m,concat,gaussian,True,t2m,19,1.8438290308599603,1.7057733535766602,0.8001326322555542,1.1119649410247803,1.5912833213806152,0.003511478891596198,0.9850905291668564,1.4694476127624512,72.99129407354349,95.62285364269887,19346.603714662502,0.0,0.7762815952301025,2.4960289001464844,3.295170783996582,5.290483474731445,1195048,898,1.1285845680254372,1.1058645134822336,1.153096601568279,1.05848672706985
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead6h,Lead +6h,6,True,t2m,concat,gaussian,True,t2m,19,1.8438290308599603,1.7402007579803467,0.823978066444397,1.1495741605758667,1.6246697902679443,-0.05806126073002815,0.9844630368172262,1.4838355779647827,71.54700062256913,95.38805135860652,17149.413877936284,0.0,0.8193224668502808,2.552859306335449,3.337745428085327,5.323555946350098,1195048,898,1.1629044372398334,1.1388933160566381,1.198533245427468,1.0967922943253061
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead24h,Lead +24h,24,True,t2m,concat,gaussian,True,t2m,19,1.8438290308599603,1.7880810499191284,0.8574075102806091,1.1962224245071411,1.6745561361312866,-0.021523011848330498,0.9834666102061739,1.5541990995407104,71.67193284286489,95.44545491059773,13901.84872574156,0.0,0.8651044368743896,2.6362833976745605,3.42997145652771,5.417553901672363,1195048,898,1.2226067490158417,1.179020793652586,1.24812686094858,1.1323465886259532
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead72h,Lead +72h,72,True,t2m,concat,gaussian,True,t2m,19,1.8438290308599603,1.9748374223709106,1.011010766029358,1.4131996631622314,1.923408031463623,-0.15189985930919647,0.9782669908589637,1.8084478378295898,70.50704239494982,95.06337820740255,22060.198064010816,0.0,1.0641183853149414,3.062694549560547,3.906348705291748,5.9940996170043945,1195048,898,1.4926507742208641,1.3694282147270975,1.4425813414665107,1.3385107793401312
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead0h,ERA5 (lead 0),0,True,t2m,concat,gaussian,True,t2m,19,1.8390803061935999,1.7030391693115234,0.8002645373344421,1.113957405090332,1.593306541442871,-0.04191827401518822,0.9850534159889179,1.4327934980392456,71.6251564790703,95.17893841920994,12948.910684759107,0.0,0.7778832316398621,2.498103141784668,3.295698404312134,5.294741153717041,1195048,898,1.1300516557088716,1.106309788161026,1.1587405283137318,1.0590468055259903
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead6h,Lead +6h,6,True,t2m,concat,gaussian,True,t2m,19,1.8390803061935999,1.7437437772750854,0.8276121020317078,1.1556447744369507,1.6316874027252197,-0.09885724633932114,0.9843768445396543,1.4485830068588257,69.9876490316707,94.82246738206331,14286.609287660413,0.0,0.8249216079711914,2.5642666816711426,3.351901054382324,5.334613800048828,1195048,898,1.1671308811521441,1.140574772019212,1.2120217330364782,1.10212146404472
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead24h,Lead +24h,24,True,t2m,concat,gaussian,True,t2m,19,1.8390803061935999,1.7908705472946167,0.8608376383781433,1.2019474506378174,1.682207465171814,-0.05450831726193428,0.9833459908124379,1.5220656394958496,70.38269592518459,94.94338302729263,9366.453812733882,0.0,0.8695608377456665,2.6457571983337402,3.4444804191589355,5.448485851287842,1195048,898,1.2281639186689162,1.1803810716306207,1.261321307620696,1.1353420226953583
europe,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead72h,Lead +72h,72,True,t2m,concat,gaussian,True,t2m,19,1.8390803061935999,1.98412024974823,1.0190693140029907,1.4244502782821655,1.9393366575241089,-0.17094793915748596,0.9779621756618732,1.7736726999282837,69.15236877514543,94.41361351175853,20530.19925224761,0.0,1.0725693702697754,3.0845861434936523,3.9370675086975098,6.045290946960449,1195048,898,1.4989928989357446,1.3682261917302205,1.4749004073332466,1.3472666955319546
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead0h,ERA5 (lead 0),0,True,wind,concat,truncated_normal,True,wind,5,1.7219955494142558,1.686889886856079,0.8537773489952087,1.1958341598510742,1.7480878829956055,0.08834999054670334,0.7764906973982348,1.802927017211914,76.58341981128642,96.31421988638762,4585.218922880101,0.0,0.845611572265625,2.5901660919189453,3.470013380050659,6.128210544586182,687073,550,1.3434740054691505,1.1966372887782222,1.103738652207704,1.1684436738772574
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead6h,Lead +6h,6,True,wind,concat,truncated_normal,True,wind,5,1.7219955494142558,1.6758226156234741,0.8432409763336182,1.179705023765564,1.7291369438171387,0.034691039472818375,0.7809680220505151,1.797286868095398,77.0707042774203,96.38611908778252,3424.188493799057,0.0,0.8298909664154053,2.5599629878997803,3.4363884925842285,6.103804588317871,687073,550,1.3315120634239266,1.1785545903035737,1.0746252332671136,1.1496118153314585
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead24h,Lead +24h,24,True,wind,concat,truncated_normal,True,wind,5,1.7219955494142558,1.6862221956253052,0.856619119644165,1.1932026147842407,1.7444130182266235,0.03963352367281914,0.7766073639582353,1.8356459140777588,77.54561742347612,96.53035412539862,3806.2515642442654,0.0,0.8416374921798706,2.5937860012054443,3.4694724082946777,6.163655757904053,687073,550,1.346606970586162,1.1932260012446934,1.0891479856298396,1.162685483366868
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead72h,Lead +72h,72,True,wind,concat,truncated_normal,True,wind,5,1.7219955494142558,1.7587603330612183,0.9219894409179688,1.2847936153411865,1.869470477104187,0.0568741150200367,0.7390861487357007,1.9808120727539062,77.78285567909087,96.39980031233945,4281.883178352227,0.0,0.9047353267669678,2.80240797996521,3.748746633529663,6.58807373046875,687073,550,1.468358962583993,1.2865739417326785,1.1512608277660494,1.2580745664379118
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead0h,ERA5 (lead 0),0,True,wind,concat,truncated_normal,True,wind,5,1.7212273213961353,1.6895191669464111,0.8496102094650269,1.1870884895324707,1.7256574630737305,-0.08453625440597534,0.7820345578775451,1.847257137298584,77.31740295427123,96.2169958650682,8158.595900290071,0.0,0.8321992754936218,2.591364860534668,3.483778238296509,6.104893207550049,687073,550,1.3258503258470624,1.1799974732563547,1.0839957314675697,1.1502091479251229
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead6h,Lead +6h,6,True,wind,concat,truncated_normal,True,wind,5,1.7212273213961353,1.6829746961593628,0.8552871942520142,1.1774051189422607,1.7137192487716675,-0.1348491758108139,0.7861258302551318,1.8412432670593262,77.5402322606186,96.26095043758087,12597.859297338127,0.0,0.8212581872940063,2.574186086654663,3.468506336212158,6.1061787605285645,687073,550,1.3185771498504448,1.1674012446913486,1.0628308702041829,1.1369703814507721
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead24h,Lead +24h,24,True,wind,concat,truncated_normal,True,wind,5,1.7212273213961353,1.6922019720077515,0.8525699973106384,1.190356731414795,1.7291277647018433,-0.12734442949295044,0.781556868768482,1.882650375366211,78.07045248467048,96.42672612662702,11970.759120209934,0.0,0.8314082622528076,2.6088526248931885,3.501943349838257,6.145812034606934,687073,550,1.3341136556230322,1.1814887066233184,1.0768014942667004,1.1482980405730363
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead72h,Lead +72h,72,True,wind,concat,truncated_normal,True,wind,5,1.7212273213961353,1.7626831531524658,0.9291723966598511,1.2789580821990967,1.8544260263442993,-0.10171777009963989,0.7432098761527249,2.038458824157715,78.69935217946274,96.41115281782285,9515.770581874123,0.0,0.8917393684387207,2.8106441497802734,3.7758257389068604,6.5928192138671875,687073,550,1.4510357814460282,1.2718471343591773,1.1367830426541927,1.244198187294804
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead0h,ERA5 (lead 0),0,True,wind,concat,truncated_normal,True,wind,5,1.7230423025072437,1.692941427230835,0.8600497841835022,1.1958118677139282,1.7507764101028442,0.045941080898046494,0.7743942861955925,1.8824363946914673,77.71051984286969,96.3749121272412,4142.617015950271,0.0,0.8498926162719727,2.588310956954956,3.464966297149658,6.130011081695557,687073,550,1.3536837471530183,1.1986951630373313,1.1005283664760588,1.1691314111111708
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead6h,Lead +6h,6,True,wind,concat,truncated_normal,True,wind,5,1.7230423025072437,1.6842875480651855,0.850953996181488,1.1824578046798706,1.7344669103622437,-0.007271910086274147,0.7787032993025541,1.8757866621017456,78.02911772111551,96.42454295249559,4479.605458226419,0.0,0.835878849029541,2.5623810291290283,3.4378175735473633,6.098639488220215,687073,550,1.342003749962101,1.182137687207049,1.07731644199701,1.1518940893816911
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead24h,Lead +24h,24,True,wind,concat,truncated_normal,True,wind,5,1.7230423025072437,1.6948928833007812,0.8647497296333313,1.1953206062316895,1.7505563497543335,-0.005143016576766968,0.774006926912586,1.907963514328003,78.35979582955524,96.49847978307982,4999.895150879163,0.0,0.8452783823013306,2.5930187702178955,3.4707911014556885,6.1724042892456055,687073,550,1.3566169053181734,1.1951772784288477,1.0906926803134132,1.1646621249105942
europe,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead72h,Lead +72h,72,True,wind,concat,truncated_normal,True,wind,5,1.7230423025072437,1.7653263807296753,0.920199990272522,1.2851276397705078,1.876297116279602,0.012755068019032478,0.7353855204849047,2.0487189292907715,78.65787187096568,96.40314784600763,5001.706719664431,0.0,0.907311201095581,2.7958123683929443,3.744433641433716,6.633899688720703,687073,550,1.4756013032028643,1.2865427900846316,1.1519237090316135,1.261406428405447
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead0h,ERA5 (lead 0),0,True,t2m,concat,gaussian,True,t2m,9,1.7923032850435336,1.799726963043213,0.7861399054527283,1.0920851230621338,1.5258545875549316,0.11571105569601059,0.9893550069469005,1.286660075187683,67.36776192731622,93.3256801560606,1272.3588189488385,2.884492838586957e-268,0.82330322265625,2.329490900039673,2.997014284133911,4.640323638916016,124567,88,1.126393154156234,1.126398384465319,1.0394813580255533,1.0710125929698664
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead6h,Lead +6h,6,True,t2m,concat,gaussian,True,t2m,9,1.7923032850435336,1.8137931823730469,0.7999700307846069,1.1139445304870605,1.545148491859436,0.061389051377773285,0.9890280268819593,1.3063474893569946,66.87003781097722,93.36983310186486,677.1833711978294,5.5490835994867765e-140,0.8468666076660156,2.375541925430298,3.02776837348938,4.634185791015625,124567,88,1.140004607017977,1.1493535675200024,1.0616383751748038,1.1008401095795421
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead24h,Lead +24h,24,True,t2m,concat,gaussian,True,t2m,9,1.7923032850435336,1.8625328540802002,0.8433365225791931,1.1750890016555786,1.6168241500854492,0.030567366629838943,0.9879625720569061,1.3706450462341309,66.44938065458749,93.16994067449646,765.916823877913,4.598733250254857e-159,0.9003543853759766,2.504401683807373,3.1831281185150146,4.8460917472839355,124567,88,1.1886491357970652,1.213689912479005,1.126415556341859,1.1692948758497028
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead72h,Lead +72h,72,True,t2m,concat,gaussian,True,t2m,9,1.7923032850435336,1.9766204357147217,0.9564568996429443,1.3360563516616821,1.8052211999893188,-0.10279188305139542,0.9850181040169902,1.570650339126587,66.35706085881493,93.43004166432523,1556.1338155370202,0.0,1.0395898818969727,2.813239812850952,3.5391478538513184,5.379307270050049,124567,88,1.3317730677445334,1.4062694856137101,1.278587751166235,1.327182311864082
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead0h,ERA5 (lead 0),0,True,t2m,concat,gaussian,True,t2m,9,1.7968501509868935,1.8054834604263306,0.7912543416023254,1.0989775657653809,1.5377310514450073,0.1373683214187622,0.989207127355796,1.2837387323379517,66.81785705684491,93.1587017428372,1399.1394269750415,1.1862414735211764e-295,0.8303005695343018,2.3553755283355713,3.024521827697754,4.686038494110107,124567,88,1.1365003868357837,1.1485267344000052,1.0337410320867981,1.0714271628352914
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead6h,Lead +6h,6,True,t2m,concat,gaussian,True,t2m,9,1.7968501509868935,1.82060706615448,0.8053645491600037,1.1213858127593994,1.5568257570266724,0.0934777557849884,0.9888815062122305,1.3014862537384033,66.34341358465726,93.126590509525,1023.2853083079788,1.6410929162338148e-214,0.8541946411132812,2.395076036453247,3.0562896728515625,4.687097549438477,124567,88,1.1548700461566133,1.1702247330940585,1.0607551760808749,1.0945181157237567
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead24h,Lead +24h,24,True,t2m,concat,gaussian,True,t2m,9,1.7968501509868935,1.8752555847167969,0.8512060642242432,1.1853023767471313,1.6332707405090332,0.08808358758687973,0.9877492345142798,1.3601903915405273,65.7060056034102,92.7797891897533,1169.389653760627,4.914442324466726e-246,0.9042263031005859,2.533383369445801,3.221914768218994,4.917557239532471,124567,88,1.210013168188746,1.2337530221545223,1.1268670596852834,1.1666031684088822
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead72h,Lead +72h,72,True,t2m,concat,gaussian,True,t2m,9,1.7968501509868935,1.9903218746185303,0.9633314609527588,1.3446376323699951,1.8209713697433472,-0.006859336979687214,0.9847262874493639,1.55087149143219,65.49086034021852,92.7950420255766,1103.2962261273049,9.01988382641782e-232,1.0439395904541016,2.842329978942871,3.606813430786133,5.459890365600586,124567,88,1.3555511612946294,1.4248879175323617,1.2787102975083386,1.3167506983804094
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead0h,ERA5 (lead 0),0,True,t2m,concat,gaussian,True,t2m,7,1.8056648296036133,1.785556435585022,0.7905901074409485,1.0994313955307007,1.5266029834747314,0.01484471745789051,0.9894664807382282,1.3794262409210205,69.81624346737098,94.69040757182881,296.44417060698254,1.4819166062044482e-58,0.8411960601806641,2.334160089492798,2.9488258361816406,4.5859503746032715,124567,88,1.1466684669868263,1.1329647910248606,1.0336373943474026,1.0777216458919314
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead6h,Lead +6h,6,True,t2m,concat,gaussian,True,t2m,7,1.8056648296036133,1.8014177083969116,0.8051453828811646,1.1229158639907837,1.5473345518112183,-0.03717391937971115,0.989131961870857,1.3983172178268433,69.2583107885716,94.62939622853564,413.76802042274437,1.5783005058706811e-83,0.8672657012939453,2.370375871658325,2.9927163124084473,4.5984086990356445,124567,88,1.1686785494743857,1.1586494608157738,1.0596867703169064,1.098057956078099
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead24h,Lead +24h,24,True,t2m,concat,gaussian,True,t2m,7,1.8056648296036133,1.8544683456420898,0.8499013185501099,1.185292363166809,1.6220670938491821,-0.06470122188329697,0.9880185052119203,1.4569425582885742,68.44991048993714,94.2914254979248,755.6903594049787,7.293040785592886e-157,0.9170207977294922,2.498795509338379,3.1607377529144287,4.843555450439453,124567,88,1.226797074538772,1.2211321685242762,1.1183338244771897,1.1689259576772877
east_asia,t2m_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead72h,Lead +72h,72,True,t2m,concat,gaussian,True,t2m,7,1.8056648296036133,1.9810315370559692,0.9675713777542114,1.3506559133529663,1.819232702255249,-0.19534669816493988,0.9850287610969681,1.6596535444259644,68.08303964934534,94.12765820803263,2690.84236595567,0.0,1.0600595474243164,2.835655689239502,3.5578019618988037,5.373826503753662,124567,88,1.3933682138786965,1.4104367683557502,1.2757471488625307,1.3165035520309862
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead0h,ERA5 (lead 0),0,True,wind,concat,truncated_normal,True,wind,3,1.7147158059355332,1.7076911926269531,0.8287684321403503,1.1544296741485596,1.6186045408248901,-0.07195932418107986,0.7042978352649257,1.4990968704223633,73.15753942102134,94.79610370822819,2796.9373282111455,0.0,0.8338235020637512,2.518186092376709,3.3055715560913086,5.4383015632629395,124426,88,1.2993327406681745,1.1450235340802317,1.0608731135679002,1.124111342730808
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead6h,Lead +6h,6,True,wind,concat,truncated_normal,True,wind,3,1.7147158059355332,1.7054474353790283,0.8266603946685791,1.1504004001617432,1.6166330575942993,-0.1019563376903534,0.7058822396065958,1.4987576007843018,73.33515503190652,94.7350232266568,3000.1040297044024,0.0,0.8277372717857361,2.513035297393799,3.309864044189453,5.447872638702393,124426,88,1.295145624746791,1.1424786008244898,1.0556918930452812,1.1174832037419646
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead24h,Lead +24h,24,True,wind,concat,truncated_normal,True,wind,3,1.7147158059355332,1.7157161235809326,0.8359112739562988,1.163192868232727,1.6325007677078247,-0.10030775517225266,0.6987627651152727,1.5226354598999023,73.47178242489511,94.77842251619435,3223.3224888688856,0.0,0.8369063138961792,2.548633575439453,3.3450796604156494,5.488405227661133,124426,88,1.3092709345794709,1.1542328539741327,1.0719626346742654,1.1287846427254418
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,123,eval_lead72h,Lead +72h,72,True,wind,concat,truncated_normal,True,wind,3,1.7147158059355332,1.7571204900741577,0.8743041157722473,1.209948182106018,1.700278639793396,-0.08947432041168213,0.6666354252635595,1.5995659828186035,74.01909568739653,94.73743429829779,3661.0989986015784,0.0,0.8647770881652832,2.654691219329834,3.4849114418029785,5.736652851104736,124426,88,1.3541465452849688,1.2106334232054237,1.121566928724115,1.1735316762468033
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead0h,ERA5 (lead 0),0,True,wind,concat,truncated_normal,True,wind,2,1.7114211712798026,1.7032710313796997,0.8392685651779175,1.177917242050171,1.624165415763855,0.04893343523144722,0.7017892053830241,1.7702521085739136,79.48338771639368,97.20958642084452,4261.480269397071,0.0,0.8747012615203857,2.5323503017425537,3.2669496536254883,5.262208461761475,124426,88,1.3252299687521296,1.1827409798140975,1.0970427394012159,1.16109278154472
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead6h,Lead +6h,6,True,wind,concat,truncated_normal,True,wind,2,1.7114211712798026,1.7033681869506836,0.8345757722854614,1.1764357089996338,1.6257351636886597,0.023883285000920296,0.7009072694881042,1.7708640098571777,79.55009403179399,97.17502772732387,4158.574928069696,0.0,0.8692245483398438,2.5369207859039307,3.2747092247009277,5.300802230834961,124426,88,1.325930523719408,1.180585450421568,1.0926372215320392,1.1572008600643322
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead24h,Lead +24h,24,True,wind,concat,truncated_normal,True,wind,2,1.7114211712798026,1.7130179405212402,0.8570073246955872,1.1892051696777344,1.6427322626113892,0.025287175551056862,0.6930568957372691,1.7955539226531982,79.57259736710976,97.17422403677688,4158.194782440969,0.0,0.8775686025619507,2.569392681121826,3.3118276596069336,5.346410751342773,124426,88,1.3429045290440584,1.1915904354340379,1.1069225680655235,1.1681302164490208
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,42,eval_lead72h,Lead +72h,72,True,wind,concat,truncated_normal,True,wind,2,1.7114211712798026,1.7466340065002441,0.8795610666275024,1.233928918838501,1.7051715850830078,0.05118577182292938,0.6633746773856364,1.8767058849334717,80.0202530017842,97.12278784176941,4629.9603298346,0.0,0.9083676338195801,2.6664793491363525,3.4505081176757812,5.59196138381958,124426,88,1.388260544983335,1.2509919554215152,1.1537262550329732,1.2099753562395874
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead0h,ERA5 (lead 0),0,True,wind,concat,truncated_normal,True,wind,3,1.6991745912865417,1.6959127187728882,0.8292892575263977,1.1601595878601074,1.6176080703735352,-0.09719628095626831,0.7056761586177666,1.620090365409851,75.9005352579043,95.80875379743784,2826.328934467073,0.0,0.833560585975647,2.5494296550750732,3.326425552368164,5.36730432510376,124426,88,1.304886221257107,1.1463703903019318,1.0625261434017632,1.1261142873591075
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead6h,Lead +6h,6,True,wind,concat,truncated_normal,True,wind,3,1.6991745912865417,1.696388840675354,0.8251839876174927,1.1581465005874634,1.6175836324691772,-0.1281404197216034,0.7064179935268935,1.6167082786560059,75.87883561313552,95.69302235867102,3248.818928519763,0.0,0.8281484246253967,2.551492214202881,3.333726644515991,5.386398792266846,124426,88,1.3026711767929493,1.144159410625445,1.0597252000812893,1.120561182185087
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead24h,Lead +24h,24,True,wind,concat,truncated_normal,True,wind,3,1.6991745912865417,1.7072787284851074,0.8426476120948792,1.1722376346588135,1.634502649307251,-0.11953593790531158,0.6986408571351164,1.6420304775238037,75.92062752157909,95.75490653078938,3296.244707697748,0.0,0.839958906173706,2.5938074588775635,3.3595917224884033,5.423104763031006,124426,88,1.3210055023185623,1.1560458695135174,1.0773334244380062,1.131930301117846
east_asia,wind_truncnormal_xlead_snap_vae_lat16_concat_with_elev_no_static_wd,456,eval_lead72h,Lead +72h,72,True,wind,concat,truncated_normal,True,wind,3,1.6991745912865417,1.7460249662399292,0.8769893050193787,1.2194187641143799,1.7015963792800903,-0.08189983665943146,0.6667848097385157,1.7291182279586792,76.43981161493578,95.74285117258451,3178.099304003986,0.0,0.8756989240646362,2.697425365447998,3.5004477500915527,5.674520492553711,124426,88,1.3721629236792392,1.2137233044221325,1.1270449048637312,1.1760647902476913
